"³¯Â¥","°èÀý","ÈÞÀÏ¿©ºÎ","±Ù¹«¿©ºÎ","³¯¾¾»óÈ²","±â¿Â..C.","Ç³¼Ó.m.s.","½Àµµ...","Àû¼³.cm.","ÀÏÀÏÈ¸¿ø","Á¤±âÈ¸¿ø","ÃÑ.»ç¿ëÀÚ.¼ö","°æ·Î"
2018-04-02 18:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",20.7,4.1,54,0,35,80,115,"youtube"
2018-04-02 19:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",19.1,3.4,60,0,34,83,117,"web"
2018-04-02 20:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",18.2,1.8,65,0,27,142,169,"web"
2018-04-02 21:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",17.9,2.1,64,0,53,303,356,"web"
2018-04-02 22:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",17.4,2.3,66,0,43,282,325,"web"
2018-04-02 23:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",16.8,0.9,70,0,36,196,232,"web"
2018-04-03 00:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",16.8,0.8,69,0,15,126,141,"youtube"
2018-04-03 01:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",17.1,1.7,72,0,18,84,102,"web"
2018-04-03 02:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",17,1.6,73,0,13,71,84,"youtube"
2018-04-03 03:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",17,1.7,74,0,11,29,40,"twitter"
2018-04-03 04:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",16.9,1.2,74,0,5,15,20,"twitter"
2018-04-03 05:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",16.9,1.6,73,0,2,11,13,"direct"
2018-04-03 06:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",16.8,1.2,74,0,0,7,7,"naver blog"
2018-04-03 07:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",16.8,1,73,0,0,3,3,"youtube"
2018-04-03 08:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",17.3,0.5,71,0,0,1,1,"web"
2018-04-03 09:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",18.3,2.4,67,0,0,6,6,"twitter"
2018-04-03 10:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",18.9,2,66,0,5,59,64,"web"
2018-04-03 11:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",19,1.9,67,0,8,152,160,"twitter"
2018-04-03 12:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",19.6,2.9,63,0,23,291,314,"web"
2018-04-03 13:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",20.1,2.6,61,0,15,155,170,"web"
2018-04-03 14:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",21,3.2,53,0,29,66,95,"youtube"
2018-04-03 15:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",19.9,2.5,58,0,36,86,122,"web"
2018-04-03 16:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",19.7,3.7,58,0,39,114,153,"direct"
2018-04-03 17:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",19.7,2.6,57,0,36,99,135,"web"
2018-04-03 18:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",18.9,3.3,68,0,46,111,157,"youtube"
2018-04-03 19:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",18,3.1,74,0,27,133,160,"web"
2018-04-03 20:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",17.3,2.4,80,0,52,161,213,"web"
2018-04-03 21:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",17,3.2,83,0,63,280,343,"web"
2018-04-03 22:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",16,2,85,0,68,265,333,"web"
2018-04-03 23:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",15,1.6,94,0,34,192,226,"naver blog"
2018-04-04 00:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",15,2.1,96,0,37,166,203,"facebook page"
2018-04-04 01:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",14.8,1.7,96,0,19,89,108,"direct"
2018-04-04 02:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",14.5,2.2,97,0,18,63,81,"facebook page"
2018-04-04 03:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",14.3,1.2,97,0,9,45,54,"youtube"
2018-04-04 04:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",14.1,1.7,97,0,4,21,25,"facebook page"
2018-04-04 05:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",11.9,3.4,97,0,3,6,9,"web"
2018-04-04 06:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",11.7,0.7,95,0,3,10,13,"twitter"
2018-04-04 07:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",10.3,1.2,90,0,0,1,1,"web"
2018-04-04 08:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",10.3,2.5,86,0,0,1,1,"youtube"
2018-04-04 09:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",10.4,1.4,81,0,1,8,9,"twitter"
2018-04-04 10:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",10.7,1.4,81,0,2,33,35,"web"
2018-04-04 11:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",12.8,2,65,0,4,109,113,"facebook page"
2018-04-04 12:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",15.3,2.1,54,0,13,208,221,"youtube"
2018-04-04 13:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",16.7,1.4,47,0,17,168,185,"youtube"
2018-04-04 14:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",17.9,1.3,42,0,10,63,73,"twitter"
2018-04-04 15:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",17.9,2.2,44,0,19,79,98,"web"
2018-04-04 16:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",17.9,1.1,42,0,29,51,80,"web"
2018-04-04 17:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",17.2,2.2,46,0,7,35,42,"facebook page"
2018-04-04 18:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",16,2.1,47,0,2,13,15,"web"
2018-04-04 19:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",14.3,2.1,53,0,1,24,25,"web"
2018-04-04 20:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",12.8,2,56,0,2,58,60,"web"
2018-04-04 21:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",11.8,1.9,57,0,10,138,148,"facebook page"
2018-04-04 22:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",10.9,1.5,58,0,8,54,62,"web"
2018-04-04 23:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",10.2,2.4,58,0,1,52,53,"direct"
2018-04-05 00:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",9.5,1.7,61,0,12,51,63,"web"
2018-04-05 01:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",9,1.9,62,0,11,43,54,"unknown"
2018-04-05 02:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",9,2.1,63,0,9,42,51,"web"
2018-04-05 03:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",8.9,2.2,64,0,4,31,35,"naver blog"
2018-04-05 04:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",8.8,2.5,65,0,5,26,31,"web"
2018-04-05 05:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",8.3,2,81,0,3,17,20,"youtube"
2018-04-05 06:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.5,2.4,94,0,2,15,17,"unknown"
2018-04-05 07:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¾àÇÑ ´« ºñ",7.1,2.2,94,0,3,11,14,"youtube"
2018-04-05 08:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¾àÇÑ ´« ºñ",6.7,2.7,94,0,0,3,3,"youtube"
2018-04-05 09:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",6.8,2.9,89,0,0,5,5,"unknown"
2018-04-05 10:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.1,2.9,87,0,0,13,13,"twitter"
2018-04-05 11:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.1,2.6,93,0,8,13,21,"twitter"
2018-04-05 12:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.3,2.2,95,0,7,47,54,"web"
2018-04-05 13:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.7,1.9,95,0,27,71,98,"web"
2018-04-05 14:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",8,1.5,95,0,43,90,133,"youtube"
2018-04-05 15:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",8.1,1.9,96,0,51,91,142,"facebook page"
2018-04-05 16:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",8.1,1.5,96,0,79,123,202,"web"
2018-04-05 17:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",8,1.4,96,0,114,108,222,"web"
2018-04-05 18:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.6,2,96,0,94,118,212,"direct"
2018-04-05 19:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.6,1.5,96,0,85,116,201,"facebook page"
2018-04-05 20:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.3,1.9,96,0,73,118,191,"naver blog"
2018-04-05 21:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.3,1.5,96,0,128,129,257,"web"
2018-04-05 22:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.2,1,96,0,48,129,177,"twitter"
2018-04-05 23:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.1,1.3,96,0,47,83,130,"twitter"
2018-04-06 00:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.2,0.9,95,0,19,74,93,"web"
2018-04-06 01:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.2,0.2,95,0,10,65,75,"twitter"
2018-04-06 02:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.3,1,96,0,21,66,87,"web"
2018-04-06 03:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.2,0.8,96,0,12,45,57,"facebook page"
2018-04-06 04:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",6.8,2.2,97,0,5,48,53,"twitter"
2018-04-06 05:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",6.3,1.7,97,0,6,31,37,"naver blog"
2018-04-06 06:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",6.1,2.1,96,0,12,24,36,"web"
2018-04-06 07:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",5.7,3.4,95,0,5,11,16,"direct"
2018-04-06 08:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",5.9,2.8,90,0,3,2,5,"youtube"
2018-04-06 09:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",6.9,2.2,83,0,0,4,4,"facebook page"
2018-04-06 10:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",8,2.8,73,0,0,4,4,"youtube"
2018-04-06 11:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",8.3,4.1,69,0,3,7,10,"youtube"
2018-04-06 12:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",6.7,4.6,71,0,17,38,55,"web"
2018-04-06 13:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.9,4.3,58,0,31,50,81,"youtube"
2018-04-06 14:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",7.4,3.5,56,0,69,81,150,"direct"
2018-04-06 15:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",6.8,4.1,50,0,93,109,202,"naver blog"
2018-04-06 16:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",6.6,4,50,0,94,136,230,"direct"
2018-04-06 17:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",6.3,4.4,50,0,121,142,263,"direct"
2018-04-06 18:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",5.9,5.3,43,0,148,133,281,"direct"
2018-04-06 19:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",4.8,3.8,48,0,156,141,297,"youtube"
2018-04-06 20:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",4.3,4.6,59,0,135,153,288,"web"
2018-04-06 21:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",4,3,67,0,84,152,236,"web"
2018-04-06 22:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",3.9,3,68,0,103,137,240,"web"
2018-04-06 23:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",3.8,4.1,75,0,47,84,131,"web"
2018-04-07 00:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",3,3.3,67,0,21,71,92,"youtube"
2018-04-07 01:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",2.6,2.7,67,0,18,77,95,"youtube"
2018-04-07 02:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",1.8,2.9,81,0,12,45,57,"youtube"
2018-04-07 03:00:00,"º½","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",1.5,3.5,82,0,5,27,32,"web"
2018-04-07 04:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",1.6,3.6,70,0,7,16,23,"web"
2018-04-07 05:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",1.6,4.9,62,0,1,3,4,"facebook page"
2018-04-07 06:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",1.7,3.8,58,0,7,2,9,"unknown"
2018-04-07 07:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",1.9,4.9,51,0,0,1,1,"web"
2018-04-07 08:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",2.4,4.3,44,0,1,12,13,"youtube"
2018-04-07 09:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",3.4,3.6,37,0,2,59,61,"web"
2018-04-07 10:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",4.3,4.9,31,0,12,164,176,"youtube"
2018-04-07 11:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",4.7,4.8,26,0,28,286,314,"web"
2018-04-07 12:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",6,4.2,23,0,33,132,165,"twitter"
2018-04-07 13:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",7.4,4.5,22,0,41,55,96,"unknown"
2018-04-07 14:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",8.1,4.7,24,0,45,59,104,"twitter"
2018-04-07 15:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",7.6,5,36,0,37,97,134,"web"
2018-04-07 16:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",7.9,4.7,34,0,62,77,139,"direct"
2018-04-07 17:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",7.6,5.3,36,0,60,85,145,"direct"
2018-04-07 18:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",6.4,3.7,43,0,56,85,141,"web"
2018-04-07 19:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",4.9,3.5,47,0,73,162,235,"web"
2018-04-07 20:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",4.2,4.1,44,0,100,352,452,"web"
2018-04-07 21:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",3.8,3.2,39,0,93,290,383,"youtube"
2018-04-07 22:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",3.5,2.8,41,0,73,211,284,"youtube"
2018-04-07 23:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",3.1,3.1,39,0,44,122,166,"web"
2018-04-08 00:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",2.9,2.2,46,0,39,119,158,"youtube"
2018-04-08 01:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",2.4,1.7,46,0,25,66,91,"facebook page"
2018-04-08 02:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",2.2,1.9,49,0,16,38,54,"facebook page"
2018-04-08 03:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",2,2,50,0,11,13,24,"youtube"
2018-04-08 04:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",1.7,1.3,51,0,6,7,13,"youtube"
2018-04-08 05:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",1.3,1.6,51,0,7,7,14,"web"
2018-04-08 06:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",0.9,1.1,52,0,0,1,1,"facebook page"
2018-04-08 07:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",0.9,0.8,54,0,4,2,6,"youtube"
2018-04-08 08:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",2.9,1.5,53,0,1,15,16,"direct"
2018-04-08 09:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",5.1,2.7,46,0,3,55,58,"youtube"
2018-04-08 10:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",6.3,2.8,39,0,12,177,189,"web"
2018-04-08 11:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",6.4,2.7,29,0,15,211,226,"twitter"
2018-04-08 12:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",6.9,1.8,30,0,4,50,54,"facebook page"
2018-04-08 13:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",7.4,1.8,27,0,6,34,40,"unknown"
2018-04-08 14:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",7.9,1,27,0,11,38,49,"facebook page"
2018-04-08 15:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",7.3,0.8,38,0,9,83,92,"web"
2018-04-08 16:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",6.1,1.5,65,0,22,84,106,"web"
2018-04-08 17:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",4.3,2.6,80,0,16,28,44,"web"
2018-04-08 18:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",3,1.5,89,0,24,54,78,"web"
2018-04-08 19:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",2.5,1.8,94,0,19,80,99,"direct"
2018-04-08 20:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",2.7,1.5,90,0,29,262,291,"youtube"
2018-04-08 21:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",2.8,2.1,88,0,21,203,224,"youtube"
2018-04-08 22:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",2.7,2,88,0,3,127,130,"youtube"
2018-04-08 23:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",2.9,0.9,85,0,9,94,103,"youtube"
2018-04-09 00:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",3.2,0.6,84,0,10,74,84,"web"
2018-04-09 01:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",2.8,0.8,87,0,7,47,54,"direct"
2018-04-09 02:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",2.2,0.5,88,0,8,31,39,"web"
2018-04-09 03:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",1.6,0.3,94,0,3,12,15,"web"
2018-04-09 04:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",1.1,0.5,95,0,0,1,1,"youtube"
2018-04-09 05:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",0.7,1,96,0,0,2,2,"youtube"
2018-04-09 06:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",0.1,0.6,97,0,0,2,2,"youtube"
2018-04-09 07:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",0.6,1.3,97,0,1,2,3,"direct"
2018-04-09 08:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",1,0.9,97,0,1,4,5,"web"
2018-04-09 09:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",2.6,1.1,96,0,1,33,34,"web"
2018-04-09 10:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",5.2,1,73,0,3,67,70,"web"
2018-04-09 11:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",7.5,0.9,54,0,6,158,164,"direct"
2018-04-09 12:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",10.4,1.7,44,0,2,63,65,"web"
2018-04-09 13:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",12.4,1.7,32,0,4,42,46,"web"
2018-04-09 14:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",13.9,2.5,26,0,4,57,61,"facebook page"
2018-04-09 15:00:00,"º½","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",14.2,1.8,24,0,12,83,95,"youtube"
2018-04-09 16:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",15.3,1.5,24,0,6,55,61,"youtube"
2018-04-09 17:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",15.3,0.9,26,0,24,82,106,"youtube"
2018-04-09 18:00:00,"º½","¾Æ´Ï¿ä","³×","Èå¸²",14.8,1.3,24,0,12,69,81,"facebook page"
2018-04-09 19:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",13.4,1.2,33,0,23,119,142,"youtube"
2018-04-09 20:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",11.7,0.9,34,0,25,284,309,"web"
2018-04-09 21:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",10.3,0.5,38,0,28,293,321,"youtube"
2018-04-09 22:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",9.6,0.5,41,0,15,160,175,"web"
2018-04-09 23:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",9.6,1.2,43,0,7,119,126,"web"
2018-04-10 00:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",9,1.2,46,0,17,100,117,"direct"
2018-04-10 01:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",9,1,44,0,10,89,99,"web"
2018-04-10 02:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",8.8,1,43,0,5,57,62,"unknown"
2018-04-10 03:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",8.1,0.8,48,0,3,18,21,"direct"
2018-04-10 04:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",7.5,1,48,0,1,9,10,"web"
2018-04-10 05:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",7.1,0.8,53,0,0,3,3,"youtube"
2018-04-10 06:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",6.9,0.9,51,0,0,2,2,"twitter"
2018-04-10 07:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",7.2,1.1,50,0,1,8,9,"youtube"
2018-04-10 08:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",9.6,1.4,38,0,2,12,14,"twitter"
2018-04-10 09:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",11.9,1.1,35,0,4,66,70,"naver blog"
2018-04-10 10:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",15.2,1.6,31,0,11,182,193,"twitter"
2018-04-10 11:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",18.5,1.3,27,0,21,316,337,"web"
2018-04-10 12:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",20.5,4.6,37,0,18,152,170,"web"
2018-04-10 13:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",21.9,5.1,34,0,21,68,89,"youtube"
2018-04-10 14:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",21.2,7.4,35,0,28,87,115,"youtube"
2018-04-10 15:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",21.4,4.8,33,0,35,110,145,"web"
2018-04-10 16:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",20.9,5.8,34,0,38,121,159,"web"
2018-04-10 17:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",20.6,5.6,39,0,36,101,137,"youtube"
2018-04-10 18:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",19.7,7.2,52,0,57,85,142,"youtube"
2018-04-10 19:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",19.2,5.8,55,0,49,153,202,"youtube"
2018-04-10 20:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",19.1,6.1,58,0,50,338,388,"web"
2018-04-10 21:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",17.5,7.3,70,0,47,290,337,"youtube"
2018-04-10 22:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",15.8,5.4,83,0,37,222,259,"web"
2018-04-10 23:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",15.1,4.1,83,0,22,147,169,"web"
2018-04-11 00:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",14.4,4.6,82,0,19,126,145,"twitter"
2018-04-11 01:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",13.6,3.6,81,0,22,82,104,"web"
2018-04-11 02:00:00,"º½","¾Æ´Ï¿ä","³×","¸¼À½",12.7,3.9,80,0,7,40,47,"youtube"
2018-04-11 03:00:00,"º½","³×","¾Æ´Ï¿ä","¸¼À½",11.6,3.1,81,0,6,21,27,"youtube"
2018-04-11 04:00:00,"º½","³×","¾Æ´Ï¿ä","¸¼À½",10.2,3.5,83,0,6,9,15,"web"
2018-04-11 05:00:00,"º½","³×","¾Æ´Ï¿ä","¸¼À½",9.7,1.7,84,0,8,10,18,"direct"
