날짜,계절,휴일여부,근무여부,날씨상황,기온(°C),풍속(m/s),습도(%),적설(cm),일일회원,정기회원,총 사용자 수,경로
2018-03-16 14:00,1,0,0,1,11,1.8,36,,0,2,2,www.daum.com
2018-03-16 15:00,1,0,0,1,11.9,1.9,32,,1,9,10,www.instagram.com
2018-03-16 16:00,1,0,0,1,11.6,1.4,31,,5,23,28,www.daum.com
2018-03-16 17:00,1,0,0,1,11.2,1.5,30,,14,44,58,Youtube
2018-03-16 18:00,1,0,0,2,10,1.2,33,,19,67,86,www.google.com
2018-03-16 19:00,1,0,0,1,8.1,1.2,36,,37,80,117,www.daum.com
2018-03-16 20:00,1,0,0,1,6.7,1,41,,44,104,148,www.instagram.com
2018-03-16 21:00,1,0,0,1,5.8,1.8,43,,67,92,159,Twitter
2018-03-16 22:00,1,0,0,1,4.9,0.8,46,,65,92,157,Twitter    
2018-03-16 23:00,1,0,0,1,4.2,1.3,47,,74,102,176,www.daum.com
2018-03-17 0:00,1,0,0,1,3.7,1.6,48,,68,98,166,facebook page
2018-03-17 1:00,1,0,0,1,3,0.7,52,,42,85,127,www.instagram.com
2018-03-17 2:00,1,0,0,1,2.3,0.6,56,,33,86,119,Twitter
2018-03-17 3:00,1,0,0,1,1.8,0.7,59,,11,55,66,Youtube
2018-03-17 4:00,1,0,0,1,1.3,0.7,61,,12,50,62,www.bing.com
2018-03-17 5:00,1,0,0,2,1,0.9,62,,8,38,46,direct
2018-03-17 6:00,1,0,0,2,0.8,1,63,,7,32,39,www.instagram.com
2018-03-17 7:00,1,0,0,3,0.5,0.8,64,,3,23,26,www.bing.com
2018-03-17 8:00,1,0,1,3,1.3,1,57,,2,16,18,www.daum.com
2018-03-17 9:00,1,0,1,2,3.4,1.6,49,,2,7,9,Youtube
2018-03-17 10:00,1,0,1,2,6,1,43,,1,4,5,www.google.com
2018-03-17 11:00,1,0,1,2,8,1.2,39,,1,2,3,Youtube
2018-03-17 12:00,1,0,1,1,10,1.5,38,,1,13,14,Youtube
2018-03-17 13:00,1,0,1,3,10.9,1.2,32,,2,46,48,Twitter
2018-03-17 14:00,1,0,1,3,12.1,2.3,29,,4,68,72,Youtube
2018-03-17 15:00,1,0,1,2,13.2,2.8,23,,8,243,251,Youtube
2018-03-17 16:00,1,0,1,2,13.7,2.1,28,,9,110,119,www.instagram.com
2018-03-17 17:00,1,0,1,2,12.1,2.5,34,,17,64,81,facebook page
2018-03-17 18:00,1,0,1,2,10.6,2.8,42,,21,73,94,www.bing.com
2018-03-17 19:00,1,0,1,2,8.8,3.2,49,,23,91,114,www.google.com
2018-03-17 20:00,1,0,1,2,7.9,2.3,54,,26,108,134,Youtube
2018-03-17 21:00,1,0,1,2,7.4,2,54,,29,96,125,Youtube
2018-03-17 22:00,1,0,1,2,7,2.7,55,,38,112,150,www.instagram.com
2018-03-17 23:00,1,0,1,2,6.4,1.1,59,,32,158,190,direct
2018-03-18 0:00,1,0,1,2,5.9,1.1,56,,42,381,423,www.daum.com
2018-03-18 1:00,1,0,1,2,5.7,1.4,55,,36,355,391,www.google.com
2018-03-18 2:00,1,0,1,1,5.5,1.2,56,,46,254,300,Youtube
2018-03-18 3:00,1,0,1,1,5.5,1.1,57,,30,200,230,direct
2018-03-18 4:00,1,0,1,1,5.6,0.4,55,,13,83,96,Youtube
2018-03-18 5:00,1,0,1,1,5.6,1.2,55,,14,91,105,www.bing.com
2018-03-18 6:00,1,0,1,1,5.7,1.7,54,,12,48,60,Youtube
2018-03-18 7:00,1,0,1,1,5.5,1,58,,6,22,28,Twitter
2018-03-18 8:00,1,0,1,1,5.9,1.8,58,,2,7,9,www.google.com
2018-03-18 9:00,1,0,1,1,6.3,0.5,53,,2,4,6,www.naver.com
2018-03-18 10:00,1,0,1,1,7.2,1.6,53,,0,3,3,www.instagram.com
2018-03-18 11:00,1,0,1,2,8.5,0.7,49,,1,3,4,www.bing.com
2018-03-18 12:00,1,0,1,2,9.8,1.2,46,,1,17,18,Twitter    
2018-03-18 13:00,1,0,1,1,10.6,1.3,43,,3,65,68,Youtube
2018-03-18 14:00,1,0,1,2,11,1.1,41,,12,182,194,Youtube
2018-03-18 15:00,1,0,1,2,12,0.8,37,,18,318,336,direct
2018-03-18 16:00,1,0,1,2,12.3,1.6,30,,14,112,126,facebook page
2018-03-18 17:00,1,0,1,2,11.1,2.2,42,,18,76,94,facebook page
2018-03-18 18:00,1,0,1,1,10.4,0.4,47,,18,79,97,www.bing.com
2018-03-18 19:00,1,0,1,1,10,1.7,53,,22,109,131,Youtube
2018-03-18 20:00,1,0,1,1,9.2,1.1,66,,24,113,137,facebook page
2018-03-18 21:00,1,0,1,1,8.8,0.9,72,,24,89,113,Youtube
2018-03-18 22:00,1,0,1,1,8.1,0.8,76,,26,98,124,facebook page
2018-03-18 23:00,1,0,1,1,7.4,1.3,80,,29,195,224,Youtube
2018-03-19 0:00,1,0,1,1,7,1.1,81,,37,368,405,NAVER Blog
2018-03-19 1:00,1,0,1,1,6.7,0.8,84,,35,359,394,direct
2018-03-19 2:00,1,0,1,2,6.6,0.6,86,,18,194,212,www.bing.com
2018-03-19 3:00,1,0,1,2,6.5,0.9,88,,15,129,144,Youtube
2018-03-19 4:00,1,0,1,2,6.3,1,90,,13,83,96,direct
2018-03-19 5:00,1,0,1,2,6.2,1.5,89,,12,71,83,Youtube
2018-03-19 6:00,1,0,1,2,6.5,1.2,88,,10,47,57,facebook page
2018-03-19 7:00,1,0,1,3,6.5,1.4,88,,2,19,21,www.daum.com
2018-03-19 8:00,1,0,1,3,7.3,2.2,84,,1,7,8,NAVER Blog
2018-03-19 9:00,1,0,1,3,8.2,2.7,81,,1,4,5,Youtube
2018-03-19 10:00,1,0,1,2,9.1,2.7,77,,0,3,3,Youtube
2018-03-19 11:00,1,0,1,3,10.2,3.3,65,,1,10,11,facebook page
2018-03-19 12:00,1,0,1,2,10.2,3.5,58,,2,55,57,Youtube
2018-03-19 13:00,1,0,1,2,10.1,3.7,61,,5,103,108,Twitter
2018-03-19 14:00,1,0,1,2,10.1,3.3,59,,11,298,309,facebook page
2018-03-19 15:00,1,0,1,2,9.8,3,57,,8,108,116,direct
2018-03-19 16:00,1,0,1,2,8.9,3,63,,7,52,59,www.bing.com
2018-03-19 17:00,1,0,1,2,8.5,2.7,59,,8,58,66,www.google.com
2018-03-19 18:00,1,0,1,2,8.6,2.4,55,,6,64,70,www.instagram.com
2018-03-19 19:00,1,0,1,3,8.4,3.3,51,,6,54,60,www.bing.com
2018-03-19 20:00,1,0,1,2,8.3,3.1,47,,10,69,79,Youtube
2018-03-19 21:00,1,0,1,2,8,3.3,47,,9,73,82,Twitter    
2018-03-19 22:00,1,0,1,2,7.6,3.1,48,,17,116,133,www.bing.com
2018-03-19 23:00,1,0,1,2,6.9,3.3,44,,23,318,341,www.bing.com
2018-03-20 0:00,1,0,1,3,6.3,3.3,42,,13,178,191,direct
2018-03-20 1:00,1,0,1,3,5.5,3.1,42,,8,123,131,Twitter    
2018-03-20 2:00,1,0,1,3,5.1,3.4,44,,3,42,45,direct
2018-03-20 3:00,1,0,1,3,4.7,3.8,44,,3,34,37,www.bing.com
2018-03-20 4:00,1,0,1,2,4.4,3.1,44,,6,50,56,Youtube
2018-03-20 5:00,1,0,1,3,4.1,3.1,42,,4,36,40,www.google.com
2018-03-20 6:00,1,0,1,2,3.9,3.4,43,,2,19,21,direct
2018-03-20 7:00,1,0,1,2,3.8,4.1,44,,1,6,7,direct
2018-03-20 8:00,1,0,1,2,4.3,4.2,43,,1,5,6,Twitter
2018-03-20 9:00,1,0,1,2,5.7,3.9,38,,0,3,3,www.google.com
2018-03-20 10:00,1,0,1,2,7.4,3.5,35,,0,3,3,www.naver.com
2018-03-20 11:00,1,0,1,2,8.4,3.6,34,,0,11,11,Twitter
2018-03-20 12:00,1,0,1,2,9,3.1,33,,1,38,39,www.google.com
2018-03-20 13:00,1,0,1,3,8,3.4,37,,4,71,75,Youtube
2018-03-20 14:00,1,0,1,3,7.3,3.4,38,,6,125,131,facebook page
2018-03-20 15:00,1,0,1,2,6.5,3.3,39,,7,95,102,www.bing.com
2018-03-20 16:00,1,0,1,2,5.6,4.2,42,,5,45,50,facebook page
2018-03-20 17:00,1,0,1,2,4.9,4.3,43,,7,54,61,Youtube
2018-03-20 18:00,1,0,1,2,4.1,3.5,43,,9,72,81,www.bing.com
2018-03-20 19:00,1,0,1,2,3.2,3.7,45,,10,77,87,www.google.com
2018-03-20 20:00,1,0,1,2,2.7,3.3,45,,10,68,78,NAVER Blog
2018-03-20 21:00,1,0,1,2,2.3,3.3,40,,10,69,79,NAVER Blog
2018-03-20 22:00,1,0,1,2,2,2.7,37,,10,116,126,Youtube
2018-03-20 23:00,4,0,1,2,1.8,2.3,37,,11,255,266,Youtube
2018-03-21 0:00,1,0,1,2,1.6,2.3,39,,11,240,251,Youtube
2018-03-21 1:00,1,0,1,1,1.5,2.8,40,,9,141,150,facebook page
2018-03-21 2:00,1,0,1,1,1.4,2.9,40,,6,101,107,facebook page
2018-03-21 3:00,1,0,1,1,1.3,2.1,40,,4,70,74,www.instagram.com
2018-03-21 4:00,1,0,1,1,1.3,2.3,39,,4,59,63,facebook page
2018-03-21 5:00,1,0,1,1,1.3,2.3,40,,3,43,46,Twitter
2018-03-21 6:00,1,0,1,1,1.4,1.7,42,,2,19,21,NA
2018-03-21 7:00,1,0,1,1,1.4,1.5,43,,1,8,9,Youtube
2018-03-21 8:00,1,0,1,1,1.6,1.8,42,,1,5,6,Youtube
2018-03-21 9:00,1,0,1,1,2.5,1.9,40,,1,3,4,www.google.com
2018-03-21 10:00,1,0,1,1,3.6,1.3,37,,0,3,3,www.instagram.com
2018-03-21 11:00,1,0,1,1,4.8,2.1,35,,0,11,11,www.google.com
2018-03-21 12:00,1,0,1,1,4.8,2.2,51,,1,43,44,www.instagram.com
2018-03-21 13:00,1,0,1,1,4,2,64,,4,127,131,facebook page
2018-03-21 14:00,1,0,1,1,1.9,1.5,89,,10,269,279,Youtube
2018-03-21 15:00,1,0,1,1,2.2,1.3,85,,10,132,142,facebook page
2018-03-21 16:00,1,0,1,1,2.4,1.9,79,,11,70,81,Youtube
2018-03-21 17:00,1,0,1,1,2.5,2,78,,16,74,90,Twitter    
2018-03-21 18:00,1,0,1,1,2,1.3,77,,17,96,113,www.google.com
2018-03-21 19:00,1,0,1,1,2,0.7,81,,18,96,114,Youtube
2018-03-21 20:00,1,0,1,1,1.7,1.3,85,,24,87,111,Youtube
2018-03-21 21:00,1,0,1,2,1.2,0.7,92,,18,87,105,Youtube
2018-03-21 22:00,1,0,1,2,1.2,0.9,87,,17,126,143,Youtube
2018-03-21 23:00,1,0,1,2,1.5,1.2,86,,20,258,278,www.google.com
2018-03-22 0:00,1,0,1,1,1.6,1.7,86,,18,237,255,www.bing.com
2018-03-22 1:00,1,0,1,2,1.6,2,85,,11,142,153,Youtube
2018-03-22 2:00,1,0,1,2,1.5,2.5,86,,8,95,103,facebook page
2018-03-22 3:00,1,0,1,2,1.3,1.7,87,,8,70,78,www.daum.com
2018-03-22 4:00,1,0,1,2,1.3,2.2,87,,6,55,61,direct
2018-03-22 5:00,1,0,1,2,1.1,0.9,88,,4,43,47,facebook page
2018-03-22 6:00,1,0,0,2,0.8,1,88,,3,31,34,Youtube
2018-03-22 7:00,1,0,0,1,0.6,1.5,85,,2,25,27,Twitter
2018-03-22 8:00,1,0,0,1,1.1,1.7,79,,2,21,23,facebook page
2018-03-22 9:00,1,0,0,1,2.5,1.3,67,,2,10,12,Youtube
2018-03-22 10:00,1,0,0,1,4.9,1.9,56,,1,4,5,www.instagram.com
2018-03-22 11:00,1,0,0,1,6.9,2.1,46,,0,5,5,Twitter
2018-03-22 12:00,1,0,0,1,8.3,2.5,36,,1,11,12,facebook page
2018-03-22 13:00,1,0,0,1,9.9,3.2,29,,2,19,21,www.instagram.com
2018-03-22 14:00,1,0,0,1,11.4,3.1,30,,7,54,61,www.instagram.com
2018-03-22 15:00,1,0,0,1,10.7,4.5,34,,15,80,95,www.bing.com
2018-03-22 16:00,1,0,0,1,10.3,3.8,34,,25,92,117,www.daum.com
2018-03-22 17:00,1,0,0,1,9.6,3.2,38,,37,96,133,Youtube
2018-03-22 18:00,1,0,0,1,7.9,3.1,46,,48,106,154,www.instagram.com
2018-03-22 19:00,1,0,0,1,6.2,1.8,54,,49,114,163,www.daum.com
2018-03-22 20:00,1,0,0,1,5.1,2,56,,49,114,163,www.bing.com
2018-03-22 21:00,1,0,0,1,4.5,2,62,,52,120,172,www.google.com
2018-03-22 22:00,1,0,0,1,3.9,2.7,66,,48,120,168,Youtube
2018-03-22 23:00,1,0,0,1,3.4,1.1,69,,33,116,149,NAVER Blog
2018-03-23 0:00,1,0,0,2,2.9,1.3,72,,33,112,145,www.google.com
2018-03-23 1:00,1,0,0,2,2.5,1.5,75,,15,82,97,Twitter    
2018-03-23 2:00,1,0,0,2,2.2,1.4,80,,13,65,78,www.google.com
2018-03-23 3:00,1,0,0,2,1.9,1.1,81,,7,53,60,Youtube
2018-03-23 4:00,1,0,0,2,2,0.8,80,,9,51,60,www.google.com
2018-03-23 5:00,1,0,0,2,2.2,0.8,79,,5,40,45,Youtube
2018-03-23 6:00,1,0,0,2,2.3,0.7,80,,4,30,34,direct
2018-03-23 7:00,1,0,0,2,2.5,1.4,79,,3,27,30,www.google.com
2018-03-23 8:00,1,0,0,3,2.6,1.3,77,,2,22,24,Youtube
2018-03-23 9:00,1,0,0,3,3.3,1.4,72,,2,8,10,www.google.com
2018-03-23 10:00,1,0,0,3,5.4,1.6,64,,0,4,4,Youtube
2018-03-23 11:00,1,0,0,3,7.1,1.7,50,,1,8,9,Youtube
2018-03-23 12:00,1,0,0,3,9.3,2.3,37,,2,22,24,www.bing.com
2018-03-23 13:00,1,0,0,1,10.9,2.1,36,,6,42,48,www.google.com
2018-03-23 14:00,1,0,0,1,12.4,2.9,33,,12,64,76,www.naver.com
2018-03-23 15:00,1,0,0,2,12.1,3,30,,14,81,95,Youtube
2018-03-23 16:00,1,0,0,2,12.2,2.8,24,,22,84,106,direct
2018-03-23 17:00,1,0,0,2,11.2,3.5,27,,31,98,129,www.google.com
2018-03-23 18:00,1,0,0,1,9.7,3.6,36,,37,109,146,Youtube
2018-03-23 19:00,1,0,0,1,8.3,3,48,,49,107,156,Youtube
2018-03-23 20:00,1,0,0,1,6.7,2.6,48,,41,108,149,www.bing.com
2018-03-23 21:00,1,0,0,1,5.8,2.2,60,,43,123,166,facebook page
2018-03-23 22:00,1,0,0,1,5.3,1.8,63,,27,113,140,Youtube
2018-03-23 23:00,1,0,0,1,5,1.7,42,,23,103,126,Youtube
2018-03-24 0:00,1,0,0,1,4.7,1.7,46,,13,82,95,www.daum.com
2018-03-24 1:00,1,0,0,1,4.7,1.1,51,,11,61,72,direct
2018-03-24 2:00,1,0,0,1,5,1.7,50,,7,44,51,Youtube
2018-03-24 3:00,1,0,0,1,5,0.8,51,,6,37,43,facebook page
2018-03-24 4:00,1,0,0,1,5.1,1.2,54,,4,32,36,NAVER Blog
2018-03-24 5:00,1,0,1,1,4.7,1.3,54,,2,14,16,Twitter    
2018-03-24 6:00,1,0,1,1,4.2,0.6,50,,1,6,7,www.google.com
2018-03-24 7:00,1,0,1,1,4,0.9,54,,1,4,5,www.bing.com
2018-03-24 8:00,1,0,1,1,4.5,0.4,49,,0,3,3,Youtube
2018-03-24 9:00,1,0,1,1,6.5,2.5,40,,0,10,10,direct
2018-03-24 10:00,1,0,1,1,7.2,1.5,43,,1,40,41,Twitter
2018-03-24 11:00,1,0,1,1,9,2,56,,4,129,133,facebook page
2018-03-24 12:00,1,0,1,1,10.6,3.1,52,,10,269,279,Twitter    
2018-03-24 13:00,1,0,1,2,12.4,2.5,50,,12,113,125,Twitter    
2018-03-24 14:00,1,0,1,1,12.7,3.4,55,,12,66,78,Youtube
2018-03-24 15:00,1,0,1,2,12.4,4.1,58,,13,64,77,direct
2018-03-24 16:00,1,0,1,2,12.3,3.4,61,,13,77,90,Youtube
2018-03-24 17:00,1,0,1,2,11.1,4.2,66,,16,78,94,NA
2018-03-24 18:00,1,0,1,1,9,3,76,,18,80,98,Youtube
2018-03-24 19:00,1,0,1,1,7.7,2.8,80,,19,83,102,Twitter
2018-03-24 20:00,1,0,1,1,7.1,3.3,83,,17,133,150,Youtube
2018-03-24 21:00,1,0,1,1,6.7,2.8,84,,20,268,288,Youtube
2018-03-24 22:00,1,0,1,1,6.5,2.3,85,,18,259,277,www.instagram.com
2018-03-24 23:00,1,0,1,1,6.4,2.3,85,,10,166,176,www.bing.com
2018-03-25 0:00,1,0,1,1,6.4,1.4,84,,9,126,135,facebook page
2018-03-25 1:00,1,0,1,1,6.4,1.2,82,,8,91,99,NA
2018-03-25 2:00,1,0,1,1,6,1.3,82,,5,58,63,facebook page
2018-03-25 3:00,1,0,1,1,5.5,0.9,83,,3,35,38,www.instagram.com
2018-03-25 4:00,1,0,1,1,5.3,1,82,,2,13,15,Youtube
2018-03-25 5:00,1,0,1,1,5,0.7,83,,1,6,7,www.google.com
2018-03-25 6:00,1,0,1,1,4.6,0.7,84,,1,4,5,www.naver.com
2018-03-25 7:00,1,0,1,1,4.7,1.3,82,,0,2,2,Youtube
2018-03-25 8:00,1,0,1,1,5,1.1,79,,0,3,3,www.instagram.com
2018-03-25 9:00,1,0,1,1,6.3,1.3,73,,0,10,10,facebook page
2018-03-25 10:00,1,0,1,1,8.4,1.8,65,,1,43,44,Youtube
2018-03-25 11:00,1,0,1,1,10.7,2,56,,5,124,129,direct
2018-03-25 12:00,1,0,1,1,12.7,1.3,45,,10,269,279,www.google.com
2018-03-25 13:00,1,0,1,1,14.6,1.9,38,,11,116,127,Twitter    
2018-03-25 14:00,1,0,1,1,16.1,2.4,37,,12,64,76,Youtube
2018-03-25 15:00,1,0,1,2,16.7,3.1,38,,13,64,77,Youtube
2018-03-25 16:00,1,0,1,1,16.5,3.1,39,,15,93,108,facebook page
2018-03-25 17:00,1,0,1,1,15.8,2.3,40,,15,81,96,www.google.com
2018-03-25 18:00,1,0,1,1,14.4,2.7,44,,17,82,99,www.instagram.com
2018-03-25 19:00,1,0,1,1,12.6,2.5,59,,15,86,101,www.instagram.com
2018-03-25 20:00,1,0,1,1,10.7,2.8,70,,19,139,158,Youtube
2018-03-25 21:00,1,0,1,1,9.8,2.2,74,,23,335,358,Youtube
2018-03-25 22:00,1,0,1,1,8.8,2,79,,15,310,325,Twitter
2018-03-25 23:00,1,0,1,1,8,1.3,82,,11,180,191,Twitter    
2018-03-26 0:00,1,0,1,1,7.1,2.3,84,,8,127,135,www.bing.com
2018-03-26 1:00,1,0,1,1,6.3,1.8,87,,9,89,98,Twitter
2018-03-26 2:00,1,0,1,1,5.4,1.5,95,,7,71,78,Twitter    
2018-03-26 3:00,1,0,1,2,5.5,1.6,96,,6,50,56,Twitter    
2018-03-26 4:00,1,0,1,2,5.5,2,96,,2,20,22,direct
2018-03-26 5:00,1,0,1,1,5.4,1.5,97,,1,9,10,www.instagram.com
2018-03-26 6:00,1,0,1,2,5.7,0.5,97,,1,4,5,www.google.com
2018-03-26 7:00,1,0,1,2,6,0.6,96,,0,3,3,www.bing.com
2018-03-26 8:00,1,0,1,2,6.4,1.4,90,,1,3,4,facebook page
2018-03-26 9:00,1,0,1,2,7.6,0.7,82,,1,13,14,Twitter
2018-03-26 10:00,1,0,1,2,10,1,70,,2,48,50,facebook page
2018-03-26 11:00,1,0,1,2,12.6,2.4,60,,6,163,169,Youtube
2018-03-26 12:00,1,0,1,2,14.6,2.5,53,,12,304,316,www.instagram.com
2018-03-26 13:00,1,0,1,2,16,2.5,47,,12,117,129,NA
2018-03-26 14:00,1,0,1,2,17.4,2.9,39,,11,65,76,direct
2018-03-26 15:00,1,0,1,2,17.6,3.6,33,,11,72,83,Youtube
2018-03-26 16:00,1,0,1,2,17.7,3.4,33,,11,96,107,www.instagram.com
2018-03-26 17:00,1,0,1,2,17.1,3.3,31,,13,91,104,Youtube
2018-03-26 18:00,1,0,1,2,16,2.9,33,,14,78,92,www.google.com
2018-03-26 19:00,1,0,1,3,14.3,3.1,37,,5,43,48,www.naver.com
2018-03-26 20:00,1,0,1,3,12.9,2.8,42,,4,58,62,facebook page
2018-03-26 21:00,1,0,1,3,11.6,1.5,54,,6,127,133,Youtube
2018-03-26 22:00,1,0,1,2,10.7,1.4,58,,6,177,183,facebook page
2018-03-26 23:00,1,0,1,2,9.8,0.6,62,,4,98,102,www.instagram.com
2018-03-27 0:00,1,0,1,3,9,1.1,68,,3,47,50,direct
2018-03-27 1:00,1,0,1,2,8.7,0.9,70,,3,41,44,Youtube
2018-03-27 2:00,1,0,1,3,8.3,0.8,70,,2,26,28,Youtube
2018-03-27 3:00,1,0,1,3,8.1,0.9,71,,2,23,25,Youtube
2018-03-27 4:00,1,0,1,3,7.8,0.3,70,,1,12,13,Youtube
2018-03-27 5:00,1,0,1,3,8,0.8,63,,1,6,7,Twitter
2018-03-27 6:00,1,0,1,3,8.1,0.6,66,,1,5,6,www.bing.com
2018-03-27 7:00,1,0,1,3,8.5,0.7,67,,0,3,3,www.instagram.com
2018-03-27 8:00,1,0,1,3,9.3,0.6,62,,0,3,3,www.instagram.com
2018-03-27 9:00,1,0,1,3,11.6,0.8,51,,1,10,11,www.instagram.com
2018-03-27 10:00,1,0,1,3,13.9,0.8,40,,1,30,31,Youtube
2018-03-27 11:00,1,0,1,3,15.8,1.9,40,,3,76,79,Youtube
2018-03-27 12:00,1,0,1,2,16.7,2.4,47,,8,226,234,www.instagram.com
2018-03-27 13:00,1,0,1,3,18.6,2.1,46,,6,60,66,www.daum.com
2018-03-27 14:00,1,0,1,3,19.4,2,45,,5,42,47,Youtube
2018-03-27 15:00,1,0,1,3,19.9,2.7,45,,4,43,47,Twitter
2018-03-27 16:00,1,0,1,3,19.5,3.4,50,,5,51,56,Youtube
2018-03-27 17:00,1,0,1,3,18.4,3.2,54,,5,55,60,www.instagram.com
2018-03-27 18:00,1,0,1,3,16.8,3.1,60,,4,45,49,www.instagram.com
2018-03-27 19:00,1,0,1,3,15,2.6,67,,4,40,44,www.bing.com
2018-03-27 20:00,1,0,1,2,13.9,2.4,72,,6,92,98,Twitter
2018-03-27 21:00,1,0,1,2,13.4,1.5,73,,8,220,228,Twitter    
2018-03-27 22:00,1,0,1,2,12.9,1.3,75,,8,231,239,Youtube
2018-03-27 23:00,1,0,1,2,12.4,1.5,74,,7,128,135,Youtube
2018-03-28 0:00,1,0,1,3,12,0.8,76,,4,56,60,Youtube
2018-03-28 1:00,1,0,1,2,11.6,1.2,74,,5,55,60,Youtube
2018-03-28 2:00,1,0,1,3,11.5,1.9,75,,4,36,40,www.daum.com
2018-03-28 3:00,1,0,1,3,10.9,0.8,79,,2,31,33,direct
2018-03-28 4:00,1,0,1,3,10.6,0.9,77,,0,6,6,direct
2018-03-28 5:00,1,0,1,3,10.2,0.8,80,,0,4,4,www.bing.com
2018-03-28 6:00,1,0,1,3,9.6,0.7,84,,0,7,7,facebook page
2018-03-28 7:00,1,0,1,2,9.6,1.1,82,,0,4,4,Twitter
2018-03-28 8:00,1,0,1,2,10.3,0.7,77,,0,3,3,www.google.com
2018-03-28 9:00,1,0,1,3,12.4,1,66,,1,11,12,direct
2018-03-28 10:00,1,0,1,3,14.7,2.9,62,,2,26,28,www.instagram.com
2018-03-28 11:00,1,0,1,3,15.6,3.7,60,,4,91,95,Twitter    
2018-03-28 12:00,1,0,1,2,16.5,3.8,57,,8,198,206,Youtube
2018-03-28 13:00,1,0,1,1,17.5,3.1,54,,11,162,173,www.google.com
2018-03-28 14:00,1,0,1,1,18.6,4.4,46,,12,63,75,NA
2018-03-28 15:00,1,0,1,1,18.2,4.1,45,,17,72,89,Twitter    
2018-03-28 16:00,1,0,1,1,18.3,4.3,43,,15,80,95,Youtube
2018-03-28 17:00,1,0,1,1,17.6,4.2,45,,18,92,110,www.google.com
2018-03-28 18:00,1,0,1,2,17,3.1,53,,26,61,87,direct
2018-03-28 19:00,1,0,1,1,16,2.8,60,,30,81,111,facebook page
2018-03-28 20:00,1,0,1,1,15.2,2.2,65,,42,125,167,www.google.com
2018-03-28 21:00,1,0,1,1,14.2,0.8,70,,36,245,281,Youtube
2018-03-28 22:00,1,0,1,1,13.6,2,73,,36,205,241,www.google.com
2018-03-28 23:00,1,0,1,1,13.5,1.2,74,,16,120,136,Twitter    
2018-03-29 0:00,1,0,1,1,13.4,1.5,77,,2,75,77,Youtube
2018-03-29 1:00,1,0,1,1,13,1.9,81,,9,84,93,Youtube
2018-03-29 2:00,1,0,1,1,12.9,1.6,83,,10,64,74,www.daum.com
2018-03-29 3:00,1,0,1,1,12.7,0.4,80,,12,41,53,www.instagram.com
2018-03-29 4:00,1,0,0,2,12.8,0.2,81,,3,29,32,Youtube
2018-03-29 5:00,1,0,0,1,12.7,0.8,83,,4,28,32,direct
2018-03-29 6:00,1,0,0,1,12.6,0.5,83,,1,20,21,www.google.com
2018-03-29 7:00,1,0,0,1,12.8,0.6,82,,1,8,9,direct
2018-03-29 8:00,1,0,0,1,13.3,1.2,80,,0,5,5,Youtube
2018-03-29 9:00,1,0,0,2,13.5,1.9,79,,1,4,5,Twitter    
2018-03-29 10:00,1,0,0,1,15,1.5,69,,5,7,12,www.instagram.com
2018-03-29 11:00,1,0,0,2,16.1,1.2,63,,2,16,18,www.instagram.com
2018-03-29 12:00,1,0,0,1,18.2,2.3,55,,10,45,55,Youtube
2018-03-29 13:00,1,0,0,2,19.5,1.9,48,,22,65,87,Youtube
2018-03-29 14:00,1,0,0,2,20.2,2.4,47,,41,113,154,Twitter    
2018-03-29 15:00,1,0,0,2,20.8,3.1,42,,72,126,198,direct
2018-03-29 16:00,1,0,0,3,20.7,2.2,38,,84,100,184,direct
2018-03-29 17:00,1,0,0,1,20.3,2.8,48,,56,81,137,facebook page
2018-03-29 18:00,1,0,0,3,19.1,2.4,47,,97,93,190,www.bing.com
2018-03-29 19:00,1,0,0,3,17.5,2.2,61,,72,64,136,NAVER Blog
2018-03-29 20:00,1,0,0,1,15.6,2.7,64,,111,85,196,Youtube
2018-03-29 21:00,1,0,0,1,14.4,1.7,66,,89,95,184,NAVER Blog
2018-03-29 22:00,1,0,0,1,13.3,2.1,71,,69,110,179,www.bing.com
2018-03-29 23:00,1,0,0,1,12.7,1.6,75,,71,77,148,Youtube
2018-03-30 0:00,1,0,0,1,11.8,0.6,78,,29,56,85,Twitter    
2018-03-30 1:00,1,0,0,1,11.4,0.7,77,,24,53,77,www.instagram.com
2018-03-30 2:00,1,0,0,1,10.8,0.4,72,,14,41,55,Twitter    
2018-03-30 3:00,1,0,0,1,10.3,0.7,68,,20,33,53,NAVER Blog
2018-03-30 4:00,1,0,0,1,9.9,1.1,67,,8,31,39,NA
2018-03-30 5:00,1,0,0,1,10.4,1.8,62,,8,26,34,www.bing.com
2018-03-30 6:00,1,0,0,1,10.3,1.2,70,,5,19,24,Youtube
2018-03-30 7:00,1,0,0,1,10.5,1.1,70,,3,8,11,Twitter
2018-03-30 8:00,1,0,0,1,11.5,1.6,60,,3,0,3,NAVER Blog
2018-03-30 9:00,1,0,0,1,13.7,1.3,46,,1,4,5,direct
2018-03-30 10:00,1,0,0,1,16,1.4,29,,10,23,33,www.instagram.com
2018-03-30 11:00,1,0,0,1,17.8,2.6,26,,13,20,33,www.daum.com
2018-03-30 12:00,1,0,0,1,19.1,1.6,26,,18,44,62,www.bing.com
2018-03-30 13:00,1,0,0,1,20.3,1.4,27,,68,74,142,www.instagram.com
2018-03-30 14:00,1,0,0,1,21,2.8,28,,111,104,215,Youtube
